"dgp_id","n","basis","estimator","n_valid","mean_time","sd_time","p","var_coef1","var_coef2","mean_coef1","mean_coef2","bias_coef1","bias_coef2","mse_coef1","mse_coef2","cov_coef1","cov_coef2","var_coef1_ols","var_coef2_ols","g2_emp_coef1","g2_emp_coef2","gamma3_dgp","gamma4_dgp","g2_theoretical"
"Exp1",200,"pos","huber_fp",1000,0.000589000000000098,0.000662206552004562,6,20840.9800102856,1930.52072348066,-4.07506369399383,-1.65387991468564,-5.07506369399383,-3.65387991468564,20866.7362817837,1943.8715619116,0.919,0.913,32903.5349882196,3034.95025391168,0.63339638180965,0.636096331724862,2,6,0.5
"Exp1",200,"pos","gmm_fp",979,0.000344228804902893,0.00055476638236826,6,16535.3520769733,1526.89487923783,-5.31466566426777,-2.04553631861039,-6.31466566426777,-4.04553631861039,16575.2270794248,1543.26124334303,0.936670071501532,0.93973442288049,32903.5349882196,3034.95025391168,0.502540291883331,0.503103758379516,2,6,0.5
"Exp1",50,"pos","ols_fp",1000,6.30000000000451e-05,0.000247168145383193,6,214331.238032043,20542.5934289995,22.5373954634858,6.60054768627601,21.5373954634858,4.60054768627601,214795.097435394,20563.7584680132,0.946,0.943,214331.238032043,20542.5934289995,1,1,2,6,0.5
"Exp1",50,"pos","mle_fp",1000,5.70000000001158e-05,0.000275366713360722,6,214331.238032043,20542.5934289995,22.5373954634858,6.60054768627601,21.5373954634858,4.60054768627601,214795.097435394,20563.7584680132,0.927,0.929,214331.238032043,20542.5934289995,1,1,2,6,0.5
"Exp1",50,"pos","pmm_fp",924,0.00143500000000006,0.00122771425107075,6,1553765.99613441,151516.673265516,-47.2171079543257,-15.405987921164,-48.2171079543257,-17.405987921164,1556090.88563389,151819.641681027,0.886,0.888,214331.238032043,20542.5934289995,7.24936789616324,7.37573246480275,2,6,0.5
"Exp1",50,"pos","huber_fp",1000,0.000540999999999926,0.000645550722821748,6,166993.293795731,16204.1573210346,21.2903798853141,5.94239501916332,20.2903798853141,3.94239501916332,167404.993311621,16219.6997995218,0.916,0.917,214331.238032043,20542.5934289995,0.779136514719168,0.788807770403497,2,6,0.5
"Exp1",50,"pos","gmm_fp",921,0.000318132464712292,0.000531391925123316,6,126313.419299676,12170.7379898463,6.52706303890111,1.19511698910454,5.52706303890111,-0.80488301089546,126343.967725512,12171.3858265075,0.908794788273616,0.905537459283388,214331.238032043,20542.5934289995,0.58933742211106,0.592463557822505,2,6,0.5
"Exp1",500,"pos","ols_fp",1000,0.000117999999999981,0.000331943046600095,6,11957.0246673553,1091.93995477473,-1.25069322550848,-0.642147085016806,-2.25069322550848,-2.64214708501681,11962.0902873507,1098.92089599359,0.948,0.944,11957.0246673553,1091.93995477473,1,1,2,6,0.5
"Exp1",500,"pos","mle_fp",1000,9.10000000000794e-05,0.00028775302222904,6,11957.0246673553,1091.93995477473,-1.25069322550848,-0.642147085016806,-2.25069322550848,-2.64214708501681,11962.0902873507,1098.92089599359,0.948,0.943,11957.0246673553,1091.93995477473,1,1,2,6,0.5
"Exp1",500,"pos","pmm_fp",995,0.00259699999999998,0.00206709067625554,6,7477.62789061761,696.579718560098,0.727565412223391,-0.099417829163089,-0.272434587776609,-2.09941782916309,7477.70211122223,700.987273781506,0.93,0.926,11957.0246673553,1091.93995477473,0.625375300180888,0.637928592606364,2,6,0.5
"Exp1",500,"pos","huber_fp",1000,0.000881000000000029,0.00119593865614795,6,7510.96742616741,688.390683384132,-2.3469128649293,-1.00258110038904,-3.3469128649293,-3.00258110038904,7522.16925189284,697.406176648545,0.938,0.933,11957.0246673553,1091.93995477473,0.628163580415921,0.630429063772239,2,6,0.5
"Exp1",500,"pos","gmm_fp",995,0.000491457286432065,0.000575031612231108,6,6065.03627579463,556.28656766361,-1.25007795884969,-0.723097612613966,-2.25007795884969,-2.72309761261397,6070.09912661553,563.701828271434,0.936683417085427,0.934673366834171,11957.0246673553,1091.93995477473,0.5072362435074,0.509447946502127,2,6,0.5
"Gamma3",100,"pos","ols_fp",1000,7.79999999999993e-05,0.000289827534923792,6,15922.2001611187,908.74448867954,3.74212632103255,0.581285468741551,2.24212632103255,0.281285468741551,15927.2272915581,908.823610194465,0.948,0.947,15922.2001611187,908.74448867954,1,1,1.155,2,0.66649375
"Gamma3",100,"pos","mle_fp",1000,5.69999999999846e-05,0.000260420465437703,6,15922.2001611187,908.74448867954,3.74212632103255,0.581285468741551,2.24212632103255,0.281285468741551,15927.2272915581,908.823610194465,0.941,0.942,15922.2001611187,908.74448867954,1,1,1.155,2,0.66649375
"Gamma3",100,"pos","pmm_fp",984,0.00123800000000007,0.00093927537934213,6,13375.3926359469,767.538592030732,-6.43972517285576,-2.02998414583165,-7.93972517285576,-2.32998414583165,13438.4318717673,772.967418150559,0.93,0.931,15922.2001611187,908.74448867954,0.840046758651421,0.844614302031159,1.155,2,0.66649375
"Gamma3",100,"pos","huber_fp",1000,0.000549000000000003,0.00143654539178631,6,14825.5821335873,846.813335851932,1.05250910784675,-0.127300131389259,-0.447490892153253,-0.427300131389259,14825.7823816858,846.995921254217,0.945,0.944,15922.2001611187,908.74448867954,0.931126476464648,0.93184976239295,1.155,2,0.66649375
"Gamma3",100,"pos","gmm_fp",984,0.000311991869918654,0.00052138255826209,6,12351.0208477539,705.48302803415,-4.55037122521675,-1.57496917961658,-6.05037122521675,-1.87496917961658,12387.6278397169,708.998537458662,0.908536585365854,0.900406504065041,15922.2001611187,908.74448867954,0.775710688395603,0.776327159969089,1.155,2,0.66649375
"Gamma3",1000,"pos","ols_fp",1000,0.000133000000000031,0.000342678316250806,6,1225.66104995483,67.1536166447503,1.7511610293453,0.0733379633416545,0.2511610293453,-0.226662036658346,1225.72413181749,67.2049923236124,0.95,0.948,1225.66104995483,67.1536166447503,1,1,1.155,2,0.66649375
"Gamma3",1000,"pos","mle_fp",1000,0.000130000000000038,0.000348168380559265,6,1225.66104995483,67.1536166447503,1.7511610293453,0.0733379633416545,0.2511610293453,-0.226662036658346,1225.72413181749,67.2049923236124,0.949,0.948,1225.66104995483,67.1536166447503,1,1,1.155,2,0.66649375
"Gamma3",1000,"pos","pmm_fp",1000,0.00386500000000004,0.00171046797710455,6,827.769290246637,45.4443179713901,1.8098805861389,0.0650716789392328,0.309880586138904,-0.234928321060767,827.865316224302,45.4995092874266,0.945,0.945,1225.66104995483,67.1536166447503,0.675365583557657,0.676721824407393,1.155,2,0.66649375
"Gamma3",1000,"pos","huber_fp",1000,0.00100299999999991,0.000411290846190555,6,1058.56284167375,58.049676658163,1.29174158191584,-0.0123039451352633,-0.208258418084162,-0.312303945135263,1058.60621324245,58.14721041231,0.949,0.952,1225.66104995483,67.1536166447503,0.863666869166444,0.864431129082025,1.155,2,0.66649375
"Gamma3",1000,"pos","gmm_fp",1000,0.000744000000000071,0.000588906453361474,6,827.769290246487,45.4443179713822,1.80988058613817,0.0650716789390596,0.309880586138167,-0.23492832106094,827.865316224152,45.4995092874187,0.944,0.943,1225.66104995483,67.1536166447503,0.675365583557535,0.676721824407275,1.155,2,0.66649375
"Gamma3",200,"pos","ols_fp",1000,8.5999999999995e-05,0.000301155598810107,6,6502.19172323284,362.627874155299,-0.0238202612417715,-0.336663631720069,-1.52382026124177,-0.636663631720069,6504.51375142141,363.033214735254,0.949,0.949,6502.19172323284,362.627874155299,1,1,1.155,2,0.66649375
"Gamma3",200,"pos","mle_fp",1000,7.20000000000243e-05,0.000367356708052257,6,6502.19172323284,362.627874155299,-0.0238202612417715,-0.336663631720069,-1.52382026124177,-0.636663631720069,6504.51375142141,363.033214735254,0.946,0.946,6502.19172323284,362.627874155299,1,1,1.155,2,0.66649375
"Gamma3",200,"pos","pmm_fp",994,0.00149500000000017,0.00115642220331169,6,199158.448182051,12587.7889574077,9.00479760245056,1.92355596693745,7.50479760245056,1.62355596693745,199214.770169105,12590.4248913855,0.931,0.935,6502.19172323284,362.627874155299,30.6294333755867,34.7126899351838,1.155,2,0.66649375
"Gamma3",200,"pos","huber_fp",1000,0.000584000000000085,0.000674832867752831,6,5750.17066842537,321.367058163114,-2.00609191974014,-0.823182781228742,-3.50609191974014,-1.12318278122874,5762.46334897504,322.628597723162,0.947,0.946,6502.19172323284,362.627874155299,0.88434345112888,0.886217196931433,1.155,2,0.66649375
"Gamma3",200,"pos","gmm_fp",994,0.000344064386317856,0.000515939272794454,6,4715.92289121282,263.430205469434,-4.2968721310261,-1.43182718194336,-5.7968721310261,-1.73182718194336,4749.52661771629,266.429430857552,0.917505030181087,0.916498993963783,6502.19172323284,362.627874155299,0.725282042109349,0.726447756072435,1.155,2,0.66649375
"Gamma3",50,"pos","ols_fp",1000,7.79999999999958e-05,0.000289827534923764,6,93185.4020258857,6085.56051617554,7.92419294815077,1.4062435012445,6.42419294815077,1.1062435012445,93226.6722809208,6086.78429085959,0.942,0.943,93185.4020258857,6085.56051617554,1,1,1.155,2,0.66649375
"Gamma3",50,"pos","mle_fp",1000,6.39999999999894e-05,0.000248929640593382,6,93185.4020258857,6085.56051617554,7.92419294815077,1.4062435012445,6.42419294815077,1.1062435012445,93226.6722809208,6086.78429085959,0.929,0.926,93185.4020258857,6085.56051617554,1,1,1.155,2,0.66649375
"Gamma3",50,"pos","pmm_fp",972,0.00112500000000002,0.000946716045745163,6,80854.8423820453,5352.76731825463,-5.78350141062817,-2.27907407235275,-7.28350141062817,-2.57907407235275,80907.8917748439,5359.41894132531,0.905,0.909,93185.4020258857,6085.56051617554,0.867677132085397,0.879584929609503,1.155,2,0.66649375
"Gamma3",50,"pos","huber_fp",1000,0.000523000000000014,0.000572537159317022,6,86504.9493907889,5679.91440316866,6.3605572216604,0.951497309216162,4.8605572216604,0.651497309216162,86528.5744072939,5680.33885191258,0.939,0.94,93185.4020258857,6085.56051617554,0.92831009482321,0.933342851175555,1.155,2,0.66649375
"Gamma3",50,"pos","gmm_fp",972,0.000264403292181137,0.000485684196715066,6,79616.8176757475,5304.51276169296,-5.67448082123785,-2.27529851356335,-7.17448082123785,-2.57529851356335,79668.2908508018,5311.14492412692,0.869341563786008,0.863168724279835,93185.4020258857,6085.56051617554,0.854391524260752,0.871655576769545,1.155,2,0.66649375
"Gamma3",500,"pos","ols_fp",1000,9.49999999999846e-05,0.000296754213218685,6,2358.65342054438,129.715112867753,1.56596763835712,-0.0144336776930518,0.0659676383571195,-0.314433677693052,2358.65777227369,129.81398140542,0.963,0.961,2358.65342054438,129.715112867753,1,1,1.155,2,0.66649375
"Gamma3",500,"pos","mle_fp",1000,9.90000000000038e-05,0.000354011757324961,6,2358.65342054438,129.715112867753,1.56596763835712,-0.0144336776930518,0.0659676383571195,-0.314433677693052,2358.65777227369,129.81398140542,0.962,0.96,2358.65342054438,129.715112867753,1,1,1.155,2,0.66649375
"Gamma3",500,"pos","pmm_fp",995,0.00235399999999998,0.00153982305965792,6,1863.6775380874,104.212295898017,0.216788775240338,-0.352236298628161,-1.28321122475966,-0.652236298628161,1865.32416913475,104.637708087265,0.951,0.943,2358.65342054438,129.715112867753,0.790144716410798,0.803393633895717,1.155,2,0.66649375
"Gamma3",500,"pos","huber_fp",1000,0.000805000000000106,0.00146939924259345,6,2053.52367135595,113.25880803805,-0.111326891985553,-0.398968303447183,-1.61132689198555,-0.698968303447183,2056.12004570878,113.747364727274,0.948,0.949,2358.65342054438,129.715112867753,0.8706339191122,0.873135022852118,1.155,2,0.66649375
"Gamma3",500,"pos","gmm_fp",995,0.000465326633165844,0.000675493536573087,6,1621.29206091085,89.721035019855,-0.690347622092207,-0.572047697197423,-2.19034762209221,-0.872047697197423,1626.08968361645,90.4815022060423,0.944723618090452,0.942713567839196,2358.65342054438,129.715112867753,0.687380369998002,0.691677577394759,1.155,2,0.66649375
"Gauss",100,"pos","ols_fp",1000,7.69999999999956e-05,0.000270451740878359,6,74255.5334975289,6924.19374379707,7.49978450579808,2.04902663180448,6.49978450579808,0.0490266318044799,74297.7806961507,6924.19614740769,0.944,0.943,74255.5334975289,6924.19374379707,1,1,0,0,1
"Gauss",100,"pos","mle_fp",1000,5.60000000000008e-05,0.000273749774317604,6,74255.5334975289,6924.19374379707,7.49978450579808,2.04902663180448,6.49978450579808,0.0490266318044799,74297.7806961507,6924.19614740769,0.935,0.933,74255.5334975289,6924.19374379707,1,1,0,0,1
"Gauss",100,"pos","pmm_fp",1000,0.00111799999999998,0.00128051384831079,6,75979.0420253108,7081.56829067979,7.33291531660492,2.00025907159308,6.33291531660492,0.000259071593077032,76019.1478417181,7081.5682907469,0.93,0.929,74255.5334975289,6924.19374379707,1.02321050629633,1.02272821251192,0,0,1
"Gauss",100,"pos","huber_fp",1000,0.000492999999999991,0.000585058367424377,6,77528.2357081851,7219.39023979142,6.98414524005119,1.89114911819093,5.98414524005119,-0.108850881809074,77564.0457024391,7219.40208830589,0.949,0.95,74255.5334975289,6924.19374379707,1.04407351286171,1.04263261643405,0,0,1
"Gauss",100,"pos","gmm_fp",1000,0.000272000000000003,0.000460682350680201,6,75979.0420437768,7081.56829258549,7.33291528876907,2.00025906299165,6.33291528876907,0.000259062991653014,76019.1478598315,7081.56829265261,0.907,0.905,74255.5334975289,6924.19374379707,1.02321050654501,1.02272821278714,0,0,1
"Gauss",1000,"pos","ols_fp",1000,0.000110999999999994,0.000323703234126219,6,5930.73308879418,544.2853882944,0.0506727824937255,-0.297082335876452,-0.949327217506275,-2.29708233587645,5931.63431096008,549.561975552196,0.951,0.947,5930.73308879418,544.2853882944,1,1,0,0,1
"Gauss",1000,"pos","mle_fp",1000,0.000106999999999989,0.000331150510584917,6,5930.73308879418,544.2853882944,0.0506727824937255,-0.297082335876452,-0.949327217506275,-2.29708233587645,5931.63431096008,549.561975552196,0.951,0.946,5930.73308879418,544.2853882944,1,1,0,0,1
"Gauss",1000,"pos","pmm_fp",1000,0.00308900000000003,0.00120354789166345,6,5955.50061933023,546.625273453802,0.080858916508966,-0.289519083017573,-0.919141083491034,-2.28951908301757,5956.34543966159,551.867171085304,0.95,0.942,5930.73308879418,544.2853882944,1.00417613306234,1.00429900418002,0,0,1
"Gauss",1000,"pos","huber_fp",1000,0.00092199999999998,0.00108862348913712,6,6179.64494802974,566.880176516687,1.09736378495479,0.00992904641900715,0.0973637849547875,-1.99007095358099,6179.65442773636,570.840558916974,0.949,0.946,5930.73308879418,544.2853882944,1.04196982995338,1.04151275913008,0,0,1
"Gauss",1000,"pos","gmm_fp",1000,0.00073100000000008,0.000578769361640714,6,5955.50061775988,546.625273312793,0.08085891467012,-0.28951908357892,-0.91914108532988,-2.28951908357892,5956.34543809462,551.867170946865,0.95,0.933,5930.73308879418,544.2853882944,1.00417613279756,1.00429900392095,0,0,1
