"b","g2_FormB_pos","g2_FormB_full"
70,0.535607069924507,0.000621525183749625
71,0.0060954266999711,1.13339222433139e-05
72,30.2272222259768,0.00156415649918315
73,0.0277112719054546,0.000111301843193332
74,0.507644955981134,0.000266593121768646
75,33.3111530539237,0.00335999485704888
76,1.11560621050095,0.00209031203966498
77,0.609077490811095,0.00116621989639958
78,0.753391052425949,0.000805693384713238
79,0.496325708424117,0.00052612360871481
80,1.1159943805738,0.00366571878422139
81,0.213682773096913,0.0012500933348255
82,41.7216082296347,4.67611190404042e-05
83,0.417783269098511,0.00347765694906398
84,0.36415047286988,0.000492339189754736
85,31.6134709944361,0.00119489365462509
86,2.48480266188295,0.000775729520878545
87,42.746196452553,0.00113694663579747
88,34.452219440517,0.00221703497125148
89,0.00845389062916503,8.91739355778852e-06
90,0.682943247927664,0.00151841593402607
91,0.554246990031782,0.000730203286699195
92,0.0066030031302526,7.23361391816074e-06
93,0.69957735616362,0.000481162127600448
94,0.264472643631837,0.000559521223576053
95,0.155618972915358,0.0009304443694869
96,0.520707513820497,0.000381113845726044
97,44.2308376581669,0.000621479366998557
98,37.9363747286378,0.000855719360602898
99,0.259409377832116,0.00223916612723743
100,0.0939457294771848,0.000286638625459648
101,0.0639914366054311,0.000279769845234616
102,0.611213017901151,0.000877529897592405
103,0.0706766362832421,0.000242010456053127
104,0.575667333563972,0.000571008858417985
105,0.00435437593733201,9.20515430681136e-06
106,0.657826521631203,0.00274092194092005
107,0.395026688721815,0.000430384957529488
108,28.0677854393049,0.000915050477473373
109,0.12203129360064,0.000139454042472407
110,0.152226865970501,0.000413872116191392
111,0.450377225961994,3.85938077294941e-05
112,0.243606499776688,0.000340229462649085
113,0.000289053040798402,1.04879769198713e-06
114,0.149888407174764,0.000831449778796477
115,0.235705361471408,0.000671409714607122
116,0.313581881127034,0.000354306481269536
117,31.7594576724644,0.00315359703628826
118,0.0262602740442454,6.57715061346373e-05
119,42.6163090589765,0.000192198984085768
120,0.77656635112208,0.00486631620700512
121,0.0918015242467172,8.25945163274304e-05
122,0.473852205462924,0.000333535384847544
123,27.3978026947932,0.000462762980816997
124,0.57138820167176,0.00152612125351361
125,0.675341447007602,0.00134713163452627
126,0.579012490902306,0.0006188942966463
127,0.279031335348379,0.00033493509752243
128,0.607018617194946,0.00188460636035376
129,0.659630445001025,0.00780940892506148
130,0.661788087234757,0.00556400971828179
131,0.00241083108320576,4.43397674026756e-06
132,0.724598357432875,0.00125422288395597
133,0.647646308726936,0.000465291277443076
134,0.2041923075244,0.000472583301272576
135,0.195738885910818,0.000538777887949195
136,1.40708805079435,0.000348025602012752
137,0.00728829991978012,6.53746973713107e-06
138,0.574236271851916,0.00164216491716074
139,0.298091676536234,0.000767266575405667
140,0.496802319946661,0.00142819380535323
141,33.3194412426783,0.000702047236437928
142,0.393506726700625,0.000964773611810649
143,0.790373080883678,0.00150451247244665
144,0.675155860136758,0.00109226039204694
145,0.510863548182581,0.000865771926262
146,37.913271519411,0.000510256209747781
147,30.3646354392371,0.000882081736787574
148,0.0828184072097539,0.000217126973797157
149,0.000403522687692954,1.45388263841142e-06
150,23.9029898586174,6.12514331039127e-05
151,37.1106810667896,0.00114332257086771
152,0.638476907228533,0.000451903911212693
153,0.313781078603693,0.00142592402673733
154,0.413917566426287,0.00145865595872123
155,23.8412816385185,0.0012750099671098
156,0.242411833281239,0.000111763388303851
157,0.686623015480314,0.00131995980955126
158,0.565461111259149,0.00065834027121517
159,32.6567864408858,0.00128577226975527
160,0.00851665144377834,1.44869587788187e-05
161,41.1560790392056,0.00228150018593598
162,0.501944798958253,0.000751995116443217
163,0.268607514835648,0.000206231461785102
164,0.214265426053685,0.000734107332112132
165,0.626591917973894,0.00102283936863044
166,0.237720525533798,0.000481355180334563
167,48.4355559755536,0.000141379705923357
168,0.584578369198653,0.00308091004984553
169,0.675983116022426,0.00145848167239496
170,0.704852575551835,0.000367388986371794
171,0.630105371316301,0.00102364180250313
172,0.0633986098862452,0.000120256629702366
173,1.03096905482058,0.00770052995653632
174,33.5958380394555,0.000280941854670881
175,30.8200387783318,0.0010794086651532
176,0.461794636153339,0.000857063111903636
177,0.746991370875608,0.00406691414636303
178,0.489403323337803,0.00429292014879627
179,0.692721852533021,0.00207561089395381
180,4.16654389769058,0.00105215838365139
181,0.700262530538751,0.00322589918280872
182,0.385436728396517,0.000661161088449551
183,0.0111183161726567,9.34238386838808e-06
184,37.7784959234608,0.000294937167992681
185,0.62970579275147,0.000624333377355362
186,29.770778097016,0.000733559275196827
187,0.356792855038975,0.000670424128112688
188,0.133802201188144,0.000301736791501073
189,23.703772933281,0.000847184689611129
190,0.13833092887127,0.000512338984702703
191,20.6580152549923,1.99901322668964e-05
192,0.655335726811148,0.00134676204341589
193,0.685001293890656,0.000782719709376859
194,0.712411221658542,0.00106824571025925
195,0.038255948854981,8.20822008471324e-05
196,0.654575608274646,0.000631092400368224
197,0.192916959740224,0.000283818135856245
198,22.5405850127019,0.000357657649388122
199,0.074100878488117,0.000238228455426525
200,0.705573708232007,0.00391599852990789
201,0.0931552652583622,0.000272850167895733
202,40.2105815402005,0.000965892931070204
203,50.6194916511168,0.000884321202030739
204,0.510266114812742,0.000810456516270586
205,0.566859790067722,0.000999562310650305
206,36.1365438077089,0.000712198334665196
207,0.000748667232126443,1.4677505541087e-06
208,0.992662613847632,0.00042493491481312
209,0.718936067831544,0.00709254393823067
210,0.335994058176965,0.00040076633961799
211,0.396972892658739,0.00507553329814494
212,0.67389090086931,0.00245892627467666
213,0.00362937807991418,5.5888700649996e-06
214,0.142704015227432,0.000122143844434669
215,0.0283807371012804,0.00010193743830088
216,0.219530750283434,0.000643982310259821
217,24.229480768782,0.000103048752520571
218,0.664370292916683,0.00172632836801002
219,0.0410486396286531,0.000114641015650867
220,0.00223884794496235,4.49608941700073e-06
221,0.0212533640384086,5.36343534299028e-06
222,0.126680939596531,7.74856790551303e-06
223,0.368672823856275,0.000658552305857309
224,0.673189738401558,0.000452204922595063
225,0.332058290793119,0.000706145445332203
226,0.0041831612278874,6.77909965690821e-06
227,0.0306033855574734,7.97635369828487e-05
228,29.4576351047771,0.00249655798181408
229,0.156459831343657,0.000815284723381323
230,0.674736135406711,0.00104545500808803
231,40.1590982927786,0.000724034551966636
232,0.387926368633278,0.000737661789008914
233,1.19135176201969,0.00291060504426489
234,0.0970287819826658,0.000188903428676167
235,0.680826829712494,0.000755578024594463
236,0.486268189370739,0.00190310837634007
237,0.301211709168239,0.000858383661986584
238,0.760485178757125,0.000575588385100304
239,0.369779277120816,0.00172202272740129
240,34.5780299983433,0.000667573395153669
241,44.3384485496783,0.000195694461547533
242,26.6325626000022,0.000493050843066738
243,28.7073243777692,0.000445242602391125
244,0.829662698849752,0.00487997813959694
245,34.496244305901,0.00019358169429558
246,1.91852419631229,0.00725758576557286
247,0.462900284408964,0.00191572799244106
248,0.627976274283076,0.000154559887356839
249,0.249605064938643,0.000346363337007179
250,0.0086551596130985,9.53313182931951e-06
251,37.0623015052735,0.000129624947539321
252,0.341955171167204,0.000717890287876829
253,0.681049588338191,0.00539927395681616
254,0.60680429987172,0.000704962801898189
255,0.599686092754651,0.00351516928132981
256,0.0236448961345189,0.000103285358467449
257,0.00282967553675229,6.5102458070124e-06
258,0.58714592137157,0.00105738754212169
259,0.359076675155984,0.000501724228712886
260,33.4947669887646,0.00101756612558407
261,0.000234320804024372,1.53397561035459e-06
262,0.601986192198724,0.00252745154476041
263,35.8675391521469,0.00313562267337114
264,0.546404964892097,0.00182863078844337
265,0.702397791851473,0.00144388269159923
266,31.3926631999144,0.00223671274235488
267,0.000857251894670887,2.06365116692474e-06
268,0.486378769609228,0.00217101209664468
269,0.489950679972759,0.00350767864991064
270,0.711587667008763,0.0011636611709361
271,0.556026429172492,0.00103563998987634
272,0.431524193134422,0.000426731114452125
273,31.5652611868363,2.87645893606035e-05
274,0.0602168002830122,0.000215173650167274
275,30.6347433770206,0.000206917523114434
276,0.714276092358181,0.000877024719238982
277,0.0334925630145999,6.46831593714708e-05
278,0.672585093534651,0.000917261459763896
279,0.411126242818796,0.000429519416332272
280,0.338950119886916,0.00103924480415192
281,0.519747671358737,0.00257809233228345
282,0.288230275377692,0.00398926408397592
283,0.0988135019360152,0.000660230148626235
284,32.2945296919125,0.000402713888977059
285,37.0378617596102,0.000463933373583893
286,0.515973269597519,0.00574675565703923
287,0.432855253640746,0.00166094127749887
288,0.033433721353557,4.99372850378499e-05
289,0.281878664308634,0.00117721718670408
290,0.474814206905122,0.000923630773974426
291,1.09681538850145,0.00278596099539197
292,26.992029240221,0.00224677715455846
293,28.1686041889945,0.000193613946004362
294,0.625992613675164,0.00133676709967429
295,0.645479620486902,0.000815346232936507
296,0.599130057402911,0.00493608981110477
297,0.610671553526348,0.00235358988067678
298,0.456918739733414,0.00444276120508874
299,0.69327764653322,0.00159423952801342
300,30.7897670962934,0.000980644456873452
301,0.605535466527197,0.000551496722976211
302,0.00405614531723078,6.37251750412954e-06
303,0.167167981664421,0.0013328705011494
304,0.356572264570964,0.000570193113473357
305,0.557345241107221,0.00100684713753613
306,0.207676767306239,0.00070269167461058
307,26.7005343697319,0.00241359831910281
308,0.571012318332135,0.00130921141271969
309,2.36922596994806,0.000362490455157962
310,0.576269625633322,0.000713672213576713
311,0.376876254024047,0.000253907094794982
312,22.7094485124334,0.00037172535339065
313,0.001036872501059,3.3183618953949e-06
314,0.679281377873757,0.000542682414779214
315,25.980702266545,0.000527287586664155
316,29.7736112199573,0.0010201991427927
317,0.679331554097968,0.00101126840883889
318,0.570468625751895,0.00192496545210701
319,1.02196983751145,0.00220469056140426
320,0.6186721145239,0.000588178315982532
321,0.87104011540406,0.00412104226709312
322,27.1553912095328,0.000910613554883933
323,36.9940225086989,0.002191413294454
324,0.688286547106052,0.00121310220256745
325,0.472783155184803,0.00138933388770982
326,0.0506991058021856,9.47116666021598e-05
327,0.192412231134682,0.000519528735808111
328,0.318463741694525,0.00188794585633413
329,0.00732429214884613,1.3034850340864e-05
330,31.5083571209516,0.000799573708311042
331,0.560562995905314,0.000519507616413008
332,0.381572941113028,0.000785803461514681
333,0.0198250550421067,4.842618653743e-05
334,0.65231593698349,0.00540160876929068
335,0.290025564230739,0.00123896643461687
336,32.3455115799838,0.003864249650483
337,1.013690369073,0.00284244105554183
338,0.000176448360124826,6.2004847900778e-07
339,0.794420154484803,0.000971859181135237
340,0.548971560377206,0.000934143616626466
341,0.694773225192225,0.00190470074822496
342,0.491978213794488,0.000436745252832705
343,3.31598166078097,0.000904171227131771
344,0.499816560642899,0.00531495543291974
345,0.571839609243279,0.00152479337768109
346,0.70769422328654,0.00295346734135514
347,0.100176168581589,0.000780685990516995
348,0.495140311740729,0.00121944161050909
349,25.9690016602173,0.000976769186362761
350,0.287538471272074,0.000681376229209949
351,0.665737210384521,0.00211006699681035
352,0.422020100117889,0.000197541168781737
353,1.6124559882981,0.000890665188770979
354,26.5581924665559,0.00114169390699604
355,4.0266894122084,0.00205467906527368
356,0.0644548205613145,4.99651740966137e-05
357,0.210638647275737,0.000485021026183529
358,0.400068791345731,0.00113614988541566
359,0.112061529092091,2.5257216181902e-05
360,0.517457986130468,0.000723423494802516
361,38.580160396084,0.000997594905510986
362,0.297165047490536,0.00134208635846688
363,0.748886180879025,0.00117356989216405
364,0.147889263012069,0.000376999934383668
365,0.408912267207784,0.000649621438886317
366,1141.5778735529,8.40988130909583e-07
367,0.359673068591257,0.000552374688684154
368,0.667960302451648,0.00152116114813741
369,0.10049222819557,0.000296488397066351
370,29.4284091891186,0.00054274227750556
371,29.8193958286615,0.0010203609225534
372,0.472439222676794,0.00144821414763172
373,0.604876830442492,0.00106392441066676
374,1.10266112772701,0.00297813915819647
375,0.195811981834417,0.000868365312532286
376,0.367387154495496,0.00534566736747062
377,0.114143655565173,0.00036489539521361
378,0.586669128546684,0.00109190096759976
379,0.655020777265111,0.000459755907415082
380,0.0128731857810656,1.71597040614983e-05
381,0.00260264327936808,6.23661204855603e-06
382,0.00361750365656245,7.13677854587991e-06
383,0.64158322337979,0.00043366365339067
384,1.77655741930466,0.00166296838047319
385,0.62654015849962,0.000347369523001619
386,0.620753229966606,0.000895641057230397
387,0.690910695974916,0.00267583637293399
388,0.660987711659072,0.000327801927362357
389,33.9244646467574,0.000552295735013838
390,0.00698504690217734,7.36150436472379e-06
391,0.417955479204202,0.000281261736480509
392,0.270372284704582,0.000654890969899878
393,0.0337675329807385,0.0001321196481476
394,0.920103074610892,0.00189747407634142
395,0.690078841119833,0.00133350857588109
396,0.165153019528921,0.00145157934256975
397,0.247850575484817,0.000976405743327256
398,0.616954768013088,0.00105673496494017
399,0.725465875088244,0.000804106390437905
400,27.965314473195,0.00130039217598705
401,0.215781498465369,0.000249092083158507
402,0.72362118942487,0.00140138909125482
403,0.714850441632096,0.00605974186407864
404,0.127646176048997,0.000350507881979351
405,0.390392346400164,0.000223960366412529
406,0.554263171625303,0.00121268157707312
407,0.257040518127619,0.000603105708608155
408,0.732220390447623,0.0038707091800373
409,39.4809994947436,0.00110359771934184
410,27.713453140973,0.00108473700808221
411,0.688493922308772,0.00258612476779238
412,0.735941751999559,0.0139354758239717
413,0.0442007789292398,2.42816531888717e-05
414,0.76088066357657,0.00282924881788647
415,0.649740602491098,0.000804639315776301
416,0.219536651471595,0.000424890655822488
417,0.418386836253239,0.00103366224809996
418,0.720635454138216,0.0021244335872679
419,0.410610244389257,0.00124825235731607
420,0.137158975561637,0.000523194104862654
421,0.214017294936675,0.000588550878514392
422,20.4873942977372,0.000521583262525216
423,0.662619338493457,0.00368882977369391
424,32.8179235986705,0.00133179342101897
425,0.519462363515498,0.000376515587809406
426,0.342332262674585,0.000531207578582932
427,1.55427791631427,0.000577506633734662
428,0.0187697867341401,1.45027893547109e-05
429,0.484675762607967,0.00295444946241407
430,30.7978609960339,0.00166866602533614
431,0.059057638443288,7.77124341344363e-05
432,44.9233332861219,0.000519924581264568
433,0.0440294262089613,2.95158943318727e-05
434,0.360132272760452,0.000518094077743148
435,0.724709509439826,0.00264257361916045
436,0.785159413132753,0.0033782207601394
437,0.565601249838385,0.000766935910893444
438,0.232496273653789,0.000554799561466817
439,0.632228361154754,0.000537312024117922
440,0.694610573678663,0.000769872107900089
441,24.5089283647843,0.00057522913111541
442,0.366026321775924,0.000735182359780821
443,0.355937348559714,0.000726322896381302
444,0.370244944053086,0.00110186482674278
445,0.763351917104719,0.00159027165918736
446,16.6873833257074,5.85902031760418e-06
447,0.708238698346771,0.00254253101163019
448,38.0109709805544,0.000979433837638536
449,0.710095167324735,0.0016530477403176
450,39.3111763232036,0.000590153070782615
451,0.22269857443075,0.000863045777964485
452,0.661361463109472,0.000780633398733157
453,0.0165524353397694,1.53111352099079e-05
454,0.316726060073485,0.00014317435334637
455,0.0687247797028192,0.000158286404620044
456,0.6936355912518,0.000378155124292029
457,0.5782978382401,0.00067306726186128
458,0.0940286939910912,0.000573504744137153
459,0.439733057078298,0.000851150823864067
460,32.900524069774,0.000201577180008192
461,0.636954323521558,0.0015871496650056
462,39.7089636057529,0.000116737327101357
463,0.686850749516333,0.00235091945096458
464,0.367715662246187,0.000854538904833193
465,28.4508694762311,0.00066544727544442
466,0.757207303654602,0.000913685678209752
467,0.307994663112333,0.000772933491036311
468,0.560275023605678,0.000867380650142343
469,0.753692991564269,0.00295228895449114
470,24.4184478896469,0.000134743627824107
471,0.7157667770997,0.00444425617839849
472,0.00602391665719454,1.07914557594384e-05
473,37.8454258541129,0.00133806916914032
474,0.692388702329249,0.00223207442763883
475,0.702702706133571,0.000320372481619636
476,0.0709048956038804,0.00024072712218101
477,0.380349865105716,0.003486297437621
478,0.773847938177946,0.00140481564307434
479,36.0812762949981,0.00117491516964809
480,48.5618399205452,0.000718568898871892
481,0.297142017422939,0.000117927223252848
482,37.4490293685426,0.00045126495687684
483,0.647649921459545,0.000920233050050065
484,0.467927428865585,0.000623705216734195
485,0.903668589018951,0.00332535596413518
486,0.0552704901929968,0.0001503749420843
487,0.51445663497302,0.000671593275067806
488,0.55988444078629,0.00245888834780959
489,0.645850451594466,0.00148494323733699
490,0.535333738348287,0.000411126778745588
491,0.278101402262725,0.00141319256855712
492,1.74080674852099,0.00309480083952287
493,0.654778279363775,0.00127818248568087
494,0.651347251815467,0.00184534202002967
495,1.70913000765888,0.00636064920560211
496,0.348871855270537,0.000506057214559124
497,0.0990752110444161,0.000383425774969634
498,0.664553112709411,0.005920923525178
499,0.329480690561938,0.00058817627956984
500,0.230465918359313,0.000350684887210478
501,40.1627651965699,0.0037723382170726
502,0.51065012226088,0.00110546517666798
503,0.694599903714624,0.0052345751341759
504,0.452311313008608,0.00100253763047446
505,0.265758440629425,0.000687781070524672
506,0.50488374797025,0.00113681265271056
507,0.713897988442053,0.00515156122216958
508,0.492035270815834,0.000708253179022803
509,0.414952176211335,0.000905021440249866
510,0.178765116114996,0.000378489431763548
511,0.712814776425052,0.0013369911495603
512,0.0309685809987888,5.68399099281942e-05
513,0.588229940990399,0.00275426822321096
514,37.0848680820016,0.000538033240494048
515,0.759028209583329,0.00096749532073983
516,0.834307424970887,0.00302746237220754
517,0.00119274579445021,2.19810417937411e-06
518,0.875024443613902,0.00228586593410041
519,0.666841202349894,0.001537654817103
520,31.9672866040935,0.00164911163467725
521,0.469646436186338,0.000606970492371666
522,0.753993488593196,0.000924411173725752
523,0.719227867360651,0.00233993399709054
524,0.537429691493923,0.00208273752061759
525,0.659964968150276,0.00112798712535553
526,0.62636860464383,0.000970163616168404
527,0.0106331677947181,6.8130159592794e-06
528,0.718312140165176,0.00219936379119695
529,0.000358473628316573,4.28109686775705e-06
530,0.495156168012355,0.000809840892503507
531,0.00476993242473497,3.83649333580513e-06
532,0.377706268506129,0.00183299673009496
533,0.622774123437875,0.00147792028743319
534,0.388774507136526,0.000913982890770431
535,0.00165698840589467,7.50556506866144e-06
536,0.0249568010682457,0.000101515877008419
537,0.00212558094075727,2.14776677282801e-06
538,0.576167337973739,0.00117661343512514
539,39.7334610909126,0.00158204158871526
540,0.00114111283182294,2.82673273496714e-06
541,0.605834865187622,0.00066186457630224
542,0.0316285773158037,6.51164855324665e-05
543,0.0518414786200653,4.35621028997223e-05
544,0.576025656866631,0.000878869156159017
545,0.70404229094505,0.00397364061253456
546,0.392529710203634,0.00120396700287026
547,0.650225604500957,0.0120648869543209
548,0.638701372354838,0.000979052276480087
549,0.321811999958128,0.00119391111033686
550,0.566424886977057,0.000608426021303749
551,0.64766758383561,0.000894446676237472
552,38.9131228648755,0.00105091408565973
553,0.574989472963916,0.0014211503661702
554,33.9295261042674,0.000456674340180882
555,0.631268040189946,0.000512314189467303
556,0.293609000082715,0.000242359383268227
557,0.404465449078921,0.00180096304269177
558,0.525461315597413,0.00178973702976153
559,0.696091761130836,0.00125383577939253
560,0.549657252386554,0.00107440801662332
561,0.713189196694832,0.00230510859562827
562,0.210310523132641,0.00120891456127329
563,0.768065667108653,0.000892182103925352
564,0.665999357856203,0.0010623210183715
565,0.621587616422297,0.00141018185673624
566,0.0588525581671812,0.000189991639859297
567,0.666278009341582,0.000610034477742322
568,0.138234443792526,0.000145864154772008
569,0.0181839777477205,6.51050078355497e-05
570,33.8024039778775,0.000336427776241847
571,30.5503687031301,0.00215815490549005
572,29.0334964451356,0.00158125223156168
573,0.343003954091712,0.000529242829043134
574,0.509039870411763,0.000831693848961904
575,30.3537711939314,0.000298859506631609
576,33.3586537062258,0.00113076163397792
577,0.66451582987437,0.000338861174385545
578,0.0346300906758937,5.7524372543296e-05
579,0.594460056871246,0.00246209687253155
580,0.775394993827284,0.00170469235995516
581,2.33455081406339,0.00061504174091333
582,0.618825987061168,0.00417019713674558
583,0.741378149694592,0.000415286972800094
584,0.746664228497494,0.00109165501959573
585,0.647964481941091,0.00347240198349947
586,0.33087538240371,0.000622505643764798
587,0.319952657672731,0.000575585213066929
588,31.4916661575557,0.00172409236533831
589,0.571372671042235,0.000482786540086456
590,0.247044584149701,0.000432778869641472
591,0.48092027500968,0.000371719270797184
592,0.00362861971157079,1.32321040657245e-05
593,0.67977689816527,0.0027042631998665
594,0.744421898905066,0.00263592580106667
595,0.581412597710363,0.00313501510523666
596,1.52721305800741,0.00151395207658009
597,0.581568475268127,0.000731916263718979
598,0.0978228029541959,0.000351361957489636
599,32.6586456158108,0.000646848521293268
600,0.000427526525751961,1.29002228819057e-06
601,30.6475469367723,0.000249749380050038
602,35.9015609819954,0.00177824184885319
603,21.8005140127204,0.00022272924007194
604,49.651226436177,0.000173606977560235
605,12.5257209665548,2.95847937524229e-05
606,0.115102010386398,0.000731791892615983
607,0.317988380640145,0.00100940674999446
608,0.383671586202666,0.000547097152420938
609,0.551621159005586,0.00708961689860756
610,0.748687285122434,0.00157326309568396
611,0.652367210403627,0.000527863331890612
612,35.8107061667258,0.00296390782576238
613,37.4797849683044,0.00335883748894872
614,1.1564102365251,0.000361535113556196
615,2.03354812216985,0.000488376451531832
616,0.370132044612191,0.00128579306294007
617,0.554319196073277,0.00136663556951115
618,0.623769954796338,0.000722566850779221
619,45.7094289943074,0.00196230175869674
620,0.206379441913325,0.000605631523929928
621,0.0433955656275708,0.000231161427232617
622,3.17239109424576,0.000105409475388801
623,0.562660076372958,0.00099122172427215
624,34.0027554545606,0.00042941759105818
625,0.476323893799512,0.000721863950962229
626,1.58649976414244,0.000638835919723691
627,0.72792127356372,0.00293054097402997
628,0.0522236110825249,9.52211263585129e-05
629,0.579836006094019,0.00133956707156275
630,0.332822702545858,0.00158672002102551
631,0.582995769741556,0.0048500162340223
632,0.740098551825967,0.00049390509323201
633,0.51468401731441,0.00101216900848545
634,0.263920937623462,0.000111759758853349
635,0.676685984065311,0.0016113896132492
636,0.0805994408658847,0.000115449481833932
637,0.673025391708555,0.00256472442270392
638,43.961547035273,0.000585296356690707
639,0.313952901076299,0.00185400844471975
640,36.7664987352808,0.000257635045701699
641,0.710427187636121,8.24817718730507e-05
642,0.68932054698709,0.00137655250813696
643,0.00707782667558727,8.02203606251843e-06
644,0.503005852154326,0.00115535156155514
645,0.48935312688218,0.00226902412476694
646,0.757956883825627,0.00678646317233095
647,2.68823642822713,0.000976649101641709
648,32.3221452643897,0.000515212635021746
649,0.399955953798464,0.00110651659407548
650,32.2431348973718,0.000904283445362946
651,0.799120949820081,0.00205544884071757
652,0.157002062424192,0.000585704944095274
653,0.0127948108056277,1.18996770126999e-05
654,11.1992612025363,0.000309188317249899
655,0.0182124946622131,1.07921336982139e-05
656,1.33187396211635,0.00159827234233033
657,0.0052293815420899,1.12198773180697e-05
658,1.72628003911568,0.000340619528717932
659,0.0242119513947552,2.92444136228918e-05
660,1.62271556826098,0.000432012169847343
661,0.663551447208664,0.00122463499474367
662,0.867239115395052,0.000788715232802313
663,0.116363951822218,0.000518680608646019
664,0.765875430663151,0.00265056600377615
665,0.165027326732913,0.000335999256661917
666,0.478444556778754,0.00115399260288249
667,0.267964215246552,0.000942717716574722
668,22.213863693621,0.00108918707314343
669,0.557238385094042,0.000680031591168913
670,0.557504702543643,0.000315031646265344
671,0.386236568345906,0.000219459855331389
672,37.358812681837,0.00100236956131405
673,0.6569152473513,0.00947736489398811
674,0.562013707526238,0.00200823483799952
675,0.00022090011436048,1.21182385942874e-06
676,0.379821831678357,0.000425025306136204
677,32.833626065872,0.000649586942299591
678,29.2662734262586,0.000230926186955544
679,0.030180817094871,9.10127983612903e-05
680,0.247441114945065,0.000892540706404952
681,0.242049899118804,0.000639629498198819
682,0.00351722237265278,1.16026300689723e-05
683,0.9193932204777,0.00246943936345262
684,0.440701816461494,0.000786378939066333
685,0.382708669268189,0.000459563100923687
686,34.5927486520571,0.00192780983705816
687,0.432782105891914,0.00153661147245466
688,5.12443513929829e-05,1.38165479876751e-07
689,28.1298684743577,0.000502007942605585
690,0.712335020505878,0.00172532337921001
691,0.845775460941804,0.00206929034210711
692,0.657701057605342,0.000453160670251083
693,37.1274027205442,0.00238341271609929
694,0.556307920312392,0.00230297709198514
695,0.708912549966162,0.00228027948681405
696,0.184730956905637,0.000590220169850169
697,0.00184675983474918,3.38118421328518e-06
698,32.0801240834819,0.000723568850000369
699,0.028583337491657,2.28042532746721e-05
700,0.592140306577748,0.000951531952888045
701,26.1007886489466,0.000216954530656608
702,0.87148416239441,0.00470774721141526
703,5.94058956679779e-05,2.12874479129953e-07
704,2.11574157225448,0.000453010825168495
705,0.432840256192967,0.000681753495841333
706,0.487057841627095,0.00107800954700974
707,30.0806868495762,0.00275947317814967
708,0.020329570448586,8.29499440880398e-05
709,0.749188255701246,0.00172118065121248
710,0.519883583318301,0.00143478473061275
711,0.700194198884102,0.00103921879269415
712,0.608492885935293,0.002245201273969
713,3.05507933577504,0.00106291952308097
714,45.1567692613163,0.00094050448768835
715,25.2632087626461,0.00137137842526882
716,0.457002864365127,0.00080357409638038
717,0.824022822144433,0.00115595030650309
718,6.55513871486151,0.000734324823931579
719,47.470253306943,0.00138611143868585
720,0.452302145897798,0.000798280457818771
721,0.243904605421397,0.000533823506353281
