"n_complete","gamma3_emp","gamma4_emp","g2_FormA_classical","g2_FormB_pos","ci_FormB_pos_lo","ci_FormB_pos_hi","g2_FormB_full","ci_FormB_full_lo","ci_FormB_full_hi","K_eff_pos","K_eff_full","n_boot","n_boot_ok_pos","n_boot_ok_full","boot_elapsed_sec","shapiro_W","shapiro_p","expected_band_lo","expected_band_hi","formB_in_band_pos","formB_in_band_full"
686,-1.74360166708515,4.91426915945197,0.5603082981943,0.0898549788099228,0.00350901592247626,39.7095760428819,4.61102973952392e-05,5.39918814566361e-06,0.0052430593912946,9,13,2000,2000,2000,2.13749885559082,0.869521626559809,1.78795414786764e-23,0.3,0.35,FALSE,FALSE
